Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,DISTRICT 214 PHS 1,801 W Kensington Rd,,Mount Prospect,IL,60056,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.079464,-87.949087,2023-11-10,69183,2023-11-10 00:10:20 UTC,,,,2015-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DISTRICT 214 EGHS 1,500 W Elk Grove Blvd,,Elk Grove Village,IL,60007,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.01231,-87.997572,2023-11-10,69184,2023-11-10 00:07:37 UTC,,,,2015-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DISTRICT 214 WHS 1,900 S Elmhurst Rd,,Wheeling,IL,60090,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.126875,-87.937432,2023-11-10,69185,2023-11-10 00:07:37 UTC,,,,2015-08-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DISTRICT 214 RMHS 1,2901 Central Rd,,Rolling Meadows,IL,60008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.065841,-88.016289,2023-11-10,69192,2023-11-10 00:07:36 UTC,,,,2015-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
E85,Speedway #2120,1830 US Highway 30,,Oswego,IL,60543,,630-554-3468,E,,Public,24 hours daily,A Cash Checks D M Speedway V Voyager Wright_Exp,,,,,,,,,,GPS,41.7151,-88.287695,2023-09-14,69800,2023-09-14 14:01:49 UTC,P,,,2015-09-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
CNG,Trillium,7940 Joliet Rd,"I-55, Exit 282",McCook,IL,60534,,800-920-1166,E,,Public - Credit card at all times,24 hours daily,A D EFS M TCH Tchek Trillium V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.805516,-87.818549,2022-06-14,69830,2023-05-30 18:46:28 UTC,P,,,2015-12-22,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,3,,1600,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
ELEC,Zeigler Nissan,18850 W Grand Ave,,Lake Villa,IL,60046,,,E,,Public - Call ahead,Dealership business hours; contact 847-264-4572 for more information,,,,,,2,,,Non-Networked,,200-9,42.386748,-88.000335,2020-06-09,70446,2023-02-15 22:45:41 UTC,P,,,2011-08-29,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Zeigler Nissan,18850 W Grand Ave,,Lake Villa,IL,60046,,,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,200-9,42.386748,-88.000335,2020-06-09,70471,2023-02-15 22:45:41 UTC,P,,,2011-08-29,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false
LPG,U-Haul,1032 Adlai Stevenson Dr,,Springfield,IL,62703,,217-786-2100,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,39.757235,-89.640783,2023-02-13,70902,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD,
LPG,U-Haul,1282 N Lake St,,Aurora,IL,60506,,630-859-8780,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.785023,-88.320105,2023-02-13,70905,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,,
LPG,U-Haul,3650 N Meadowbrook Rd,,Peoria,IL,61604,,309-682-3213,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,40.731168,-89.615106,2023-02-13,70907,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD,
LPG,U-Haul,4055 N Broadway St,,Chicago,IL,60613,,773-871-7155,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.955969,-87.651256,2023-02-13,70908,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD,
LPG,U-Haul,415 N Illinois Ave,,Carbondale,IL,62901,,618-529-2771,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,37.732537,-89.217617,2023-02-13,70909,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,,
LPG,U-Haul,4705 W 47th St,,Chicago,IL,60632,,773-767-1797,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.80742,-87.7411,2023-02-13,70911,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,,
LPG,U-Haul,553 W Saint Louis Ave,,East Alton,IL,62024,,618-258-0400,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,38.881907,-90.117427,2023-02-13,70912,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,,
LPG,U-Haul,801 S Harlem Ave,,Forest Park,IL,60130,,708-366-5998,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.872554,-87.805116,2023-02-13,70914,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD,
LPG,U-Haul,9009 Waukegan Rd,,Morton Grove,IL,60053,,847-966-8690,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,42.044512,-87.798541,2023-02-13,70915,2023-02-14 15:54:11 UTC,P,,,2015-11-02,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,,
ELEC,ADVOCATE CHRIST_GARAGE A,9439 S Kostner Ave,,Oak Lawn,IL,60453,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.721631,-87.731365,2023-11-10,71039,2023-11-10 00:10:40 UTC,,,,2015-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"EVANSTON, IL CIVIC CENTER SO",2100 Ridge Ave,,Evanston,IL,60201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.056743,-87.687372,2023-11-10,71460,2023-11-10 00:11:20 UTC,,,,2015-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,OMPE ONE MUSEUM PARK,1201 S Prairie Ave,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.866571,-87.621756,2023-11-10,72438,2023-11-10 00:09:10 UTC,,,,2016-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
E85,BP - Arlington Heights,2250 S Arlington Heights Rd,,Arlington Heights,IL,60005,,847-593-4015,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,42.044697,-87.983421,2023-09-14,72603,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Route 66 Food N' Fuel,174 W Court St,,Kankakee,IL,60901,,815-724-0066,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,41.120396,-87.867185,2023-09-14,72651,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Food N Fuel,19420 S Harlem Ave,,Frankfort,IL,60423,,708-479-1300,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,41.536997,-87.791514,2023-09-14,72652,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
ELEC,Monmouth College,700 E Broadway,,Monmouth,IL,61462,,309-457-2401,T,2023-01-31,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Non-Networked,,GPS,40.9127485,-90.6387947,2022-10-11,72819,2023-02-14 15:54:11 UTC,P,,,2016-01-25,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Oakbrook Terrace Tower,1 Tower Ln,,Oakbrook Terrace,IL,60181,,,E,,Private,24 hours daily; for employee and guest use only,,,,,,2,,,Non-Networked,,GPS,41.8579232,-87.9546118,2022-10-11,72897,2023-02-15 22:45:41 UTC,P,,,2016-01-25,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true
E85,Thorntons #313,11 N Route 12,,Fox Lake,IL,60020,,847-587-0554,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,42.39739446210545,-88.18320983201602,2023-09-14,73149,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,TriCounty FS Service Station,1000 S June St,,Jerseyville,IL,62052,,618-498-2175,E,,Public - Credit card after hours,7am-5pm daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,GPS,39.10930910489981,-90.31109091534427,2023-09-14,73152,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Shell - Lake in the Hills,4231 W Algonquin,,Lake in the Hills,IL,60156,,847-669-5566,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,42.169315,-88.29762,2023-09-14,73153,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Beck's #23,359 3rd St,,LaSalle,IL,61301,,815-220-1819,E,,Public,24 hours daily,A Cash Checks D Debit M V Wright_Exp,,,,,,,,,,200-8,41.3301,-89.10053,2023-09-14,73188,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Shell,2501 Meacham Rd,,Schaumburg,IL,60173,,847-397-7110,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,42.068676,-88.043382,2023-09-14,73190,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Shell,4578 N River Rd,,Schiller Park,IL,60176,,847-678-3110,E,,Public,24 hours daily,A Cash D Debit M V Voyager,,,,,,,,,,200-8,41.961896,-87.861416,2023-09-14,73191,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Jiffi Stop #20,3062 Stevenson Dr,,Springfield,IL,62703,,217-529-4444,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,39.75765,-89.60878,2023-09-14,73192,2023-09-14 14:01:49 UTC,P,,,2016-01-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
ELEC,ComEd,2 Lincoln Center,,Oakbrook Terrace,IL,60181,,,E,,Private,,,,,,,10,,,Non-Networked,,200-9,41.845827,-87.985467,2022-03-07,73389,2023-02-15 22:45:41 UTC,T,,,2013-11-12,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,Free,,,,,,,,,,,,,,,,,,,true
E85,Speedway #5340,800 Brookforest Ave,,Shorewood,IL,60404,,815-436-8266,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.536669,-88.200099,2023-09-14,73493,2023-09-14 14:01:49 UTC,P,,,2016-02-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Speedway #5370,631 N Route 59,,Naperville,IL,60563,,630-983-5991,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.782975,-88.205743,2023-09-14,73494,2023-09-14 14:01:49 UTC,P,,,2016-02-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Speedway #7410,19301 S Halsted St,,Glenwood,IL,60425,,708-754-2023,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.539009,-87.63587,2023-09-14,73495,2023-09-14 14:01:49 UTC,P,,,2016-02-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Speedway #8480,15919 Lincoln Hwy,,Plainfield,IL,60544,,815-254-3852,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.593295,-88.186713,2023-09-14,73497,2023-09-14 14:01:49 UTC,P,,,2016-02-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Meijer Gas #289,725 E Rollins Rd,,Round Lake Beach,IL,60073,,847-201-0829,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.379105,-88.065186,2023-08-10,73673,2023-08-10 16:58:49 UTC,P,,,2016-05-26,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,
E85,Meijer Gas #280,3740 Vollmer Rd,,Flossmoor,IL,60422,,708-991-1629,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.528024,-87.705588,2023-08-10,73674,2023-08-10 16:58:49 UTC,P,,,2016-12-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #314,601 Route 83,,Bensenville,IL,60106,,630-766-0602,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.972486,-87.957955,2023-09-14,73888,2023-09-14 14:01:49 UTC,P,,,2014-09-19,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #316,2095 E Algonquin Rd,,Algonquin,IL,60102,,847-658-2203,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.155144,-88.265034,2023-09-14,73889,2023-09-14 14:01:49 UTC,P,,,2015-09-25,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
ELEC,71086 900910,900 N Lake Shore Dr,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.899474,-87.619448,2023-11-10,73954,2023-11-10 00:11:11 UTC,,,,2016-03-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
CNG,Waste Management - Batavia,1660 Hubbard Ave,,Batavia,IL,60510,,,E,,Private,,,,T,3600,,,,,,,200-9,41.859053,-88.272254,2022-06-14,74122,2023-07-16 17:54:39 UTC,P,,,2016-03-11,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,T,3600,HD,,,,,,,,,,,HD,
ELEC,1KFULTON 1KFULTON,1000 W Fulton Market,,Chicago,IL,60607,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.886859,-87.6525,2023-11-10,74327,2023-11-10 00:12:08 UTC,,,,2016-03-25,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Nicholas Conservatory and Gardens,1354 N 2nd St,,Rockford,IL,61107,,815-987-8858,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,42.283521,-89.06841,2022-09-14,74349,2023-02-14 15:54:11 UTC,P,,,2012-10-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Swedish American Hospital,1418 E State St,East side off of Heart Hospital,Rockford,IL,61104,,815-968-4400,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,42.266938,-89.07255,2022-09-14,74350,2023-02-14 15:54:11 UTC,P,,,2012-10-01,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,JMM SERVICE,855 Rand Rd,,Des Plaines,IL,60016,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.056564,-87.903563,2023-11-10,74367,2023-11-10 00:12:08 UTC,,,,2016-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
LNG,United Parcel Service,1 UPS Way,,Hodgkins,IL,60525,,,E,,Private,,,,,,,,,,,,200-9,41.749426,-87.880555,2022-06-14,74892,2023-10-11 14:42:18 UTC,P,,,2016-04-12,,HD,,,,US,,,,Privé,,private,,,STANDALONE_STATION,,,,,,,,,,,,,,,HD,,,,,,,,,,HD,
CNG,Pace Bus - South Division,2101 W 163rd Pl,,Markham,IL,60428,,,E,,Private,,,,B,3600,,,,,,,200-8,41.592337,-87.668012,2022-09-14,74903,2023-08-24 21:03:51 UTC,P,,,2016-04-01,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,3,,,,,,,,,,,B,3600,HD,,,,,,,,,,,HD,
ELEC,HY VEE SPRGFLD IL WEST,2115 S MacArthur Blvd,,Springfield,IL,62704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.775297,-89.669018,2023-11-10,76310,2023-11-10 00:06:43 UTC,,,,2016-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PRUDENTIALPLAZA STATION 01,130 E Randolph St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.88536,-87.623191,2023-11-10,76523,2023-11-10 00:12:38 UTC,,,,2016-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
CNG,Clean Energy - Homewood Disposal,1501 W 175th St,,Homewood,IL,60430,,708-798-1004,E,,Public - Credit card at all times,"6am-6pm M-F, 6am-11am Sat",A CleanEnergy D FleetOne FuelMan M Proprietor V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.571315,-87.653619,2023-07-11,77601,2023-07-11 18:28:56 UTC,P,,,2016-08-11,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,NONE,,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
ELEC,Veterans Administration - Illiana Health Care System,1900 E Main St,,Danville,IL,61832,,,E,,Private - Government only,,,,,,,1,,,Non-Networked,,200-8,40.131991,-87.59227,2021-02-22,77660,2021-03-11 23:22:17 UTC,FG,19,Department of Veterans Affairs,2016-08-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,VA,HOSPITAL,,,,,,,$0.13 per kWh,,,,,,,,,,,,,,,,,,,false
ELEC,Veterans Administration - North Chicago,3001 Greenbay Rd N,,North Chicago,IL,60064,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,42.308183,-87.862407,2021-02-22,77661,2021-03-11 23:22:17 UTC,FG,19,Department of Veterans Affairs,2016-08-15,,,,,J1772,US,,,,Privé,,private,,VA,HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BOLINGBROOK STATION#1,420 Remington Blvd,,Bolingbrook,IL,60440,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.682163,-88.084096,2023-11-10,77882,2023-11-10 00:13:01 UTC,,,,2016-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PARK FOREST EVS PARK FOREST EVS,367 artists walk,,Park Forest,IL,60466,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.482352,-87.679954,2023-11-10,77960,2023-11-10 00:08:42 UTC,,,,2016-08-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RPS ROGERS PARK SOL,7331 N Sheridan Rd,,Chicago,IL,60626,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.014848,-87.664015,2023-11-10,78492,2023-11-10 00:09:56 UTC,,,,2016-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,540 W. MADISON LL1-4,13 N Jefferson St,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.882368,-87.642179,2023-11-10,78523,2023-11-10 00:13:57 UTC,,,,2016-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,- NIU,175 Normal Rd,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932405,-88.766603,2023-11-10,78528,2023-11-10 00:10:06 UTC,,,,2016-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
E85,Hy-Vee - Galesburg #1,1925 N Henderson St,,Galesburg,IL,61401,,309-344-0285,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,40.97142,-90.3826,2023-09-14,78811,2023-09-14 14:01:49 UTC,P,,,2016-09-15,,,,false,,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
ELEC,Waterway,2300 Waukegan Rd,,Northbrook,IL,60062,,847-849-1120,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,42.11014,-87.802433,2022-10-11,78934,2023-02-14 15:54:11 UTC,P,,,2015-10-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CARWASH,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,EDENS OUTSIDE,630 Dundee Rd,,Northbrook,IL,60062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.139011,-87.797141,2023-11-10,79442,2023-11-10 00:13:54 UTC,,,,2016-11-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
E85,Speedway #6207,1495 E Wilson St,,Batavia,IL,60510,,630-406-0241,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.854662,-88.27774,2023-09-14,80158,2023-09-14 14:01:49 UTC,P,,,2016-12-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Speedway #7412,1110-1120 W Irving Park Rd,,Bensenville,IL,60106,,630-616-7611,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.960144,-87.957416,2023-09-14,80161,2023-09-14 14:01:49 UTC,P,,,2016-12-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
