Fuel_Type_Code,Station_Name,Street_Address,City,ZIP,Station_Phone,Status_Code,Groups_With_Access_Code,Access_Days_Time,EV_DC_Fast_Count,EV_Network,Provider,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Owner_Type_Code,Open_Date,LPG_Primary,E85_Blender_Pump,EV_Connector_Types,Access_Detail_Code,Facility_Type,CNG_Dispenser_Num,Restricted_Access,EV_Workplace_Charging,Credit,Cash,Debit,No Payment Info
E85,Casey's General Store,2005 Illinois Route 84,Thomson,61285,815-259-2725,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.95981,-90.0992,7/11/2023,212161,7/11/2023,P,11/28/2007,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
E85,Casey's General Store,917 S Maple St,Cambria,62915,618-985-8097,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,37.777287,-89.11896,7/11/2023,212162,7/11/2023,P,4/12/2018,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,10 W Dundee Rd,Buffalo Grove,60089,847-520-1160,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,42.13925,-87.95911,7/11/2023,212171,7/11/2023,P,12/6/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,9544 Waukegan Rd,Morton Grove,60053,847-966-9710,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.05471,-87.799965,7/11/2023,212172,7/11/2023,P,11/17/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1251 Mchenry Rd,Buffalo Grove,60089,847-279-0320,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.17425,-87.98413,7/11/2023,212173,7/11/2023,P,10/5/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1333 Half Day RD,Highland Park,60035,847-433-5499,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,42.20011,-87.83186,7/11/2023,212174,7/11/2023,P,9/10/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,294 E Townline Rd,Vernon Hills,60061,224-206-7607,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,42.24101,-87.95544,7/11/2023,212175,7/11/2023,P,8/20/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1901 N Richmond Rd,Mchenry,60051,815-363-0753,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,42.354942,-88.26797,7/11/2023,212176,7/11/2023,P,12/3/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,21W415 North Ave,Lombard,60148,630-424-1375,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.9036,-88.04243,7/11/2023,212177,7/11/2023,P,2/18/2022,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1125 Roosevelt Rd,Glen Ellyn,60137,630-613-9666,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-6,41.85923,-88.04601,7/11/2023,212178,7/11/2023,P,10/8/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1600 Nerge Rd,Elk Grove Village,60007,847-895-0446,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.999783,-88.04653,7/11/2023,212179,7/11/2023,P,11/17/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1795 W Lake St,Addison,60101,630-317-7656,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.9497,-88.03135,7/11/2023,212180,7/11/2023,P,9/10/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,870 W Army Trail Rd,Carol Stream,60188,630-289-6750,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.940292,-88.15102,7/11/2023,212181,7/11/2023,P,10/8/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1400 N Arlington Heights Rd,Itasca,60143,630-438-5002,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.99224,-88.00365,7/11/2023,212182,7/11/2023,P,8/20/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1917 Ogden Ave,Lisle,60532,630-968-2793,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.799362,-88.09071,7/11/2023,212183,7/11/2023,P,11/18/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1000 E Roosevelt Rd,Wheaton,60187,630-653-6169,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.858723,-88.09155,7/11/2023,212184,7/11/2023,P,10/8/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1000 N Wood Dale Rd,Wood Dale,60191,630-616-1200,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.984615,-87.980705,7/11/2023,212185,7/11/2023,P,12/10/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,2074 Main St,Batavia,60510,630-879-8353,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.8463,-88.34168,7/11/2023,212186,7/11/2023,P,11/19/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,6551 US Highway 34,Oswego,60543,630-551-0970,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.682323,-88.38088,7/11/2023,212187,7/11/2023,P,3/11/2022,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,14808 S Route 59,Plainfield,60544,815-436-8322,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.613335,-88.20275,7/11/2023,212188,7/11/2023,P,11/19/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,1095 Pyott Rd,Crystal Lake,60014,815-459-1560,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,42.216053,-88.316345,7/11/2023,212189,7/11/2023,P,9/24/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
BD,Casey's General Store,602 E North Ave,Glendale Heights,60139,630-469-4050,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.90421,-88.06195,7/11/2023,212190,7/11/2023,P,10/29/2021,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
ELEC,PRIDE of Geneva 712,1166 E State Street,Geneva,60134,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.887005,-88.283585,11/10/2023,212282,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,Northbrook Court Stir Crazy,2171 Northbrook Court,Northbrook,60062,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,42.149845,-87.814926,11/10/2023,212283,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,Amazon Fresh North Riverside Plaza DCFC,7201 West 24th Street,North Riverside,60546,888-264-2208,E,Public,Less than 24 hours,1,Volta,https://voltacharging.com/,GPS,41.847797,-87.803856,11/10/2023,212284,11/10/2023,Unknown,3/25/2022,False,False,J1772COMBO,CALL,OTHER,0,False,False,1,1,1,1
ELEC,Bloomingdale Square Shopping Center,404 W. Army Trail Road,Bloomingdale,60108,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.938427,-88.11511,11/10/2023,212443,11/10/2023,Unknown,1/10/2022,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,Westmont Village Shopping Center,30 W 63rd Street,Westmont,60559,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.774433,-87.97788,11/10/2023,212449,11/10/2023,Unknown,12/14/2021,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,"Kohl's Fox Valley, IL",4340 Fox Valley Center Drive,Aurora,60504,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.761177,-88.20779,11/10/2023,212454,11/10/2023,Unknown,11/3/2021,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,PRIDE of Aurora 713,1395 Butterfield Road,Aurora,60502,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.81235,-88.28052,11/10/2023,212460,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,Tinley Park Plaza,16039 South Harlem Avenue,Tinley Park,60477,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.598743,-87.79273,11/10/2023,212462,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,Harlem Irving Plaza,4211 North Harlem Avenue,Norridge,60706,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.95598,-87.80807,11/10/2023,212465,11/10/2023,Unknown,2/8/2023,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,Terrapin Park,350 West St.,Elizabeth,61028,800-663-5633,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,42.317326,-90.228264,11/10/2023,212678,11/10/2023,Unknown,12/9/2021,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,LIVING THE 450 THE 450-1,450 Woodmoor Dr,Lombard,60148,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.849308,-88.02473,11/10/2023,212703,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,LIVING THE 450 THE 450-2,450 Woodmoor Dr,Lombard,60148,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.84936,-88.02478,11/10/2023,212704,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,320 S CANAL EV3,320 S Canal St,Chicago,60606,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.877106,-87.64055,11/10/2023,212707,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,320 S CANAL EV2,320 S Canal St,Chicago,60606,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.87712,-87.64055,11/10/2023,212708,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,320 S CANAL EV1,320 S Canal St,Chicago,60606,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.877174,-87.64055,11/10/2023,212713,11/10/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Mach 1 - Tesla Supercharger,2603  The Hill Ave,Marion,62959,877-798-3752,E,Public,24 hours daily,8,Tesla,https://www.tesla.com/supercharger,GPS,37.74437,-88.96229,7/1/2023,212746,7/14/2023,P,3/18/2022,False,False,TESLA,CALL,GAS_STATION,0,False,False,0,0,1,0
ELEC,La Salle City Hall,140 Marquette St,LaSalle,61301,888-998-2546,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,41.32881,-89.09546,11/9/2023,212796,11/9/2023,Unknown,3/25/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,ADVOCATE GOOD SAM GARAGE,Wellness Way,Downers Grove,60515,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.818775,-88.0065,11/10/2023,212940,11/10/2023,Unknown,3/27/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,MOTORWERKS1475 DC FAST 04,1475 Barrington Rd,Barrington,60010,888-758-4389,E,Public,24 hours daily,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1289,-88.13506,11/10/2023,212964,11/10/2023,Unknown,3/27/2022,False,False,J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,MOTORWERKS1475 DC FAST 01,1475 Barrington Rd,Barrington,60010,888-758-4389,T,Public,24 hours daily,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.129032,-88.13572,11/10/2023,212965,11/10/2023,Unknown,3/27/2022,False,False,J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,MOTORWERKS1475 DC FAST 02,1475 Barrington Rd,Barrington,60010,888-758-4389,E,Public,24 hours daily,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.12951,-88.13571,11/10/2023,212966,11/10/2023,Unknown,3/27/2022,False,False,J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,MOTORWERKS1475 EV1 MERCEDES,1475 S Barrington Rd,Barrington,60010,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.129326,-88.13475,11/10/2023,212967,11/10/2023,Unknown,3/27/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,MOTORWERKS1475 EV2 MERCEDES,1475 S Barrington Rd,Barrington,60010,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.12917,-88.13476,11/10/2023,212968,11/10/2023,Unknown,3/27/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,MOTORWERKS1475 EV3 MERCEDES,1475 Barrington Rd,Barrington,60010,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.12895,-88.13475,11/10/2023,212969,11/10/2023,Unknown,3/27/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Gustafson Ford LLC,112 N Lexington Ave,Kewanee,61443,309-852--2107,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.242844,-89.92893,4/6/2022,213034,2/14/2023,P,1/29/2018,False,False,J1772,CALL,CAR_DEALER,0,False,False,1,1,1,1
ELEC,KIA OF BRADLEY CUSTOMER,1010 Tighe Dr,Bourbonnais,60914,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.164818,-87.84769,11/10/2023,213048,11/10/2023,Unknown,3/30/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,320 S CANAL STATION 1,320 S Canal St,Chicago,60606,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.87721,-87.64056,11/10/2023,213089,11/10/2023,Unknown,3/31/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Northwestern Hospital Huntley,10400 Haligus Road,Huntley,60142,800-663-5633,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,42.17809,-88.399635,11/10/2023,213167,11/10/2023,Unknown,12/8/2021,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,OAK PARK 1 AVENUE GARAGE 4,754 North Blvd,Oak Park,60301,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.887398,-87.79378,11/10/2023,213177,11/10/2023,Unknown,4/1/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,The Breakers at Edgewater Beach,5333 North Sheridan Road,Chicago,60640,800-663-5633,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,41.978966,-87.654564,11/10/2023,213406,11/10/2023,Unknown,12/14/2021,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,COMFORT COMFORT CHARGE1,123 W McClure Ave,Peoria,61604,888-758-4389,E,Public,Less than 24 hours,0,ChargePoint Network,http://www.chargepoint.com/,GPS,40.717934,-89.59513,11/10/2023,213432,11/10/2023,Unknown,4/5/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,OAK PARK 1 VH4,529 Lyman Ave,Oak Park,60304,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.878746,-87.77893,11/10/2023,213454,11/10/2023,Unknown,4/6/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,OAK PARK 1 VH5,529 Lyman Ave,Oak Park,60304,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.878754,-87.778885,11/10/2023,213455,11/10/2023,Unknown,4/6/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,VILLAGE COURT GLENCOE VILLAGE,675 Vernon Ave,Glencoe,60022,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.133472,-87.759186,11/10/2023,213498,11/10/2023,Unknown,4/6/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,FAMILY HYUNDAI STATION 1,8101 W 159th St,Tinley Park,60477,888-758-4389,T,Public,Less than 24 hours,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.601387,-87.817566,11/10/2023,213596,11/10/2023,Unknown,4/8/2022,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,FAMILY HYUNDAI STATION 2,8101 W 159th St,Tinley Park,60477,888-758-4389,E,Public,Less than 24 hours,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.60128,-87.817406,11/10/2023,213597,11/10/2023,Unknown,4/8/2022,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,DOCTORS RAMP DR RAMP SOUTH,800 E. Carpenter Street,Springfield,62769,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,39.80659,-89.6455,11/10/2023,213823,11/10/2023,Unknown,4/12/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Engel Bros,901 W Washington St,Farina,62838,888-998-2546,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,38.839104,-88.77765,11/10/2023,213856,11/10/2023,Unknown,4/12/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,OLE #1 DCFAST HOG,2595 Ogden Ave,Lisle,60532,888-758-4389,E,Public,24 hours daily,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.796803,-88.101944,11/10/2023,213931,11/10/2023,Unknown,4/14/2022,False,False,J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,AMC Market Square 10,2160 Sycamore Road,Dekalb,60115,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.947445,-88.72112,11/10/2023,214096,11/10/2023,Unknown,3/28/2022,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,McCarthy Ford,11400 S. Pulaski Road,Chicago,60655,888-998-2546,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,41.6851,-87.72035,11/10/2023,214241,11/10/2023,Unknown,4/18/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Amazon Fresh Naperville-Ogden,1351 E Ogden Ave,Naperville,60563,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.796974,-88.12028,11/10/2023,214719,11/10/2023,Unknown,4/20/2022,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,425 S. FIN PLAC 440LASALLE2,425 S Financial Pl,Chicago,60605,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.876316,-87.632935,11/10/2023,215053,11/10/2023,Unknown,4/28/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,425 S. FIN PLAC 440LASALLE,425 S Financial Pl,Chicago,60605,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.876305,-87.63297,11/10/2023,215054,11/10/2023,Unknown,4/28/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,GFH CONSUMER 1,6801 44th Ave,Moline,61265,888-758-4389,E,Public,24 hours daily,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.470947,-90.44824,11/10/2023,215076,11/10/2023,Unknown,4/28/2022,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,IL TOLLWAY HINSDALE SB,5800 Tri-State Tollway,Hinsdale,60521,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.783146,-87.909,11/10/2023,215090,11/10/2023,Unknown,4/28/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Royse and Brinkmeyer - 2511 W. Springfield,2511 W Springfield Ave,Champaign,61820,888-998-2546,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,40.112823,-88.28877,11/10/2023,215100,11/10/2023,Unknown,4/28/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,KISHHEALTH KISH HEALTH 1,5 Kish Hospital Dr,DeKalb,60115,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.96122,-88.72263,11/10/2023,216540,11/10/2023,Unknown,5/4/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,KISHHEALTH KISH HEALTH 2,5 Kish Hospital Dr,DeKalb,60115,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.961227,-88.722664,11/10/2023,216541,11/10/2023,Unknown,5/4/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,KISHHEALTH KISH HEALTH 3,5 Kish Hospital Dr,DeKalb,60115,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.96068,-88.7228,11/10/2023,216542,11/10/2023,Unknown,5/4/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,LOT C LOT C,One College Drive,East Peoria,61635,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,40.705673,-89.525055,11/10/2023,216579,11/10/2023,Unknown,5/5/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,PUBLIC LIBRARY GLEN ELLYN PL,400 Duane St,Glen Ellyn,60137,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.875885,-88.07138,11/10/2023,217279,11/10/2023,Unknown,5/10/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,HRC WEST 1 HYATT HOTEL 2,310 N Stetson Ave,Chicago,60601,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.887463,-87.62218,11/10/2023,217314,11/10/2023,Unknown,5/11/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,HRC WEST 1 HYATT HOTEL 1,310 N Stetson Ave,Chicago,60601,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.887424,-87.62201,11/10/2023,217315,11/10/2023,Unknown,5/11/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,WAUCONDA CITY HALL 1,101 N Main St,Wauconda,60084,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.2601,-88.14178,11/10/2023,218164,11/10/2023,Unknown,5/14/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Parq Fulton,1400 West Randolph Street,Chicago,60607,800-663-5633,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,41.884544,-87.66266,11/10/2023,218192,11/10/2023,Unknown,12/27/2021,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Roberts Motors,4350 North Alby Street,Alton,62002,888-998-2546,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,38.924152,-90.17891,11/9/2023,218914,11/9/2023,Unknown,5/19/2022,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
E85,Power Energy,6400 W 127th St,Palos Heights,60463,708-371-8322,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,41.66136,-87.77806,6/14/2022,219636,9/1/2023,P,4/14/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Marathon,202 US-45,Vernon Hills,60061,Not Available,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.22231,-87.96749,6/14/2022,219637,10/26/2023,P,4/13/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,1
E85,Thorntons #327,1125 S 25th Ave,Bellwood,60104,708-649-3090,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,41.872192,-87.86198,9/14/2023,219638,9/14/2023,P,4/13/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Thorntons #337,8012 W 111th St,Palos Hills,60465,708-522-4278,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,41.69014,-87.816925,9/14/2023,219639,9/14/2023,P,4/13/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Thorntons #324,400 N Independence Blvd,Romeoville,60446,815-886-1440,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,41.640972,-88.08084,9/14/2023,219640,9/14/2023,P,4/13/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Thorntons #341,11120 S Ridgeland Ave,Worth,60482,708-522-3532,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,41.68989,-87.7793,9/14/2023,219641,9/14/2023,P,4/13/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Thorntons #127,300 W 63rd St,Westmont,60559,630-493-9812,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,41.774216,-87.98326,9/14/2023,219642,9/14/2023,P,4/13/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Thorntons #342,11975 IL-47,Huntley,60142,847-204-2898,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,42.154575,-88.43295,9/14/2023,219643,9/14/2023,P,4/13/2022,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Shell,395 Higgins Rd,Gilberts,60136,224-484-8438,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,42.10295,-88.36034,9/14/2023,219714,9/14/2023,P,3/31/2022,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
E85,Shell,234 E Army Trail Rd,Glendale Heights,60139,847-744-6191,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,41.93729,-88.07961,9/14/2023,219715,9/14/2023,P,3/31/2022,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,1,1,1,0
